27,23,9,42,1404
28,0,33,49,1036
28,1,15,49,1471
28,2,23,41,1420
28,3,11,55,1300
28,4,11,47,1407
28,5,12,55,1469
28,6,33,46,1332
28,7,24,44,1251
28,8,29,41,1090
28,9,19,40,1346
28,10,26,50,1084
28,11,31,42,1410
28,12,5,43,1087
28,13,12,48,1402
28,14,28,51,1400
28,15,6,43,1047
28,16,33,45,1151
28,17,33,48,1160
28,18,13,55,1285
28,19,29,51,1437
28,20,35,48,1126
28,21,27,41,1221
28,22,5,42,1417
28,23,20,46,1094
29,0,24,48,1111
29,1,35,41,1031
29,2,6,44,1093
29,3,29,48,1170
29,4,21,46,1457
29,5,34,48,1458
29,6,32,43,1290
29,7,33,51,1498
29,8,19,43,1360
29,9,28,54,1238
29,10,13,43,1107
29,11,35,49,1057
29,12,8,43,1207
29,13,14,42,1374
29,14,30,47,1118
29,15,16,45,1277
29,16,25,45,1430
29,17,12,45,1382
29,18,35,40,1213
29,19,12,48,1482
29,20,19,49,1064
29,21,11,51,1385
29,22,7,54,1484
29,23,17,53,1082
30,0,29,46,1295
30,1,13,47,1014
30,2,12,55,1300
30,3,24,44,1101
30,4,12,47,1043
30,5,30,47,1053
30,6,7,47,1320
30,7,12,51,1123
30,8,27,48,1086
30,9,27,49,1069
30,10,24,47,1494
30,11,15,48,1458
30,12,29,51,1487
30,13,23,47,1063
30,14,27,49,1090
30,15,13,55,1091
30,16,35,43,1367
30,17,19,51,1402
30,18,5,43,1391
30,19,21,54,1143
30,20,31,51,1123
30,21,22,50,1007
30,22,22,54,1001
30,23,16,46,1445
